created_at,entry_id,field1,field2,field3,field4,field5,latitude,longitude,elevation,status
2026-03-31T23:40:00+02:00,5065,7.71,61.45,0.000,0.000,971.74,,,,
2026-03-31T23:50:00+02:00,5066,7.79,59.87,0.000,0.000,971.73,,,,
2026-04-01T00:00:00+02:00,5067,7.85,58.55,0.000,0.000,971.72,,,,
2026-04-01T00:10:00+02:00,5068,7.87,58.50,0.000,0.000,971.71,,,,
2026-04-01T00:20:00+02:00,5069,7.83,58.58,0.000,0.000,971.66,,,,
2026-04-01T00:30:00+02:00,5070,7.86,58.06,0.000,0.000,971.66,,,,
2026-04-01T00:40:00+02:00,5071,7.92,57.16,0.000,0.000,971.64,,,,
2026-04-01T00:50:00+02:00,5072,7.90,56.74,0.000,0.000,971.61,,,,
2026-04-01T01:00:00+02:00,5073,7.89,57.43,0.000,0.000,971.64,,,,
2026-04-01T01:10:00+02:00,5074,8.04,55.96,0.000,0.000,971.69,,,,
2026-04-01T01:20:00+02:00,5075,8.14,56.19,0.000,0.000,971.71,,,,
2026-04-01T01:30:00+02:00,5076,8.16,55.96,0.000,0.000,971.70,,,,
2026-04-01T01:40:00+02:00,5077,8.17,56.10,0.000,0.000,971.71,,,,
2026-04-01T01:50:00+02:00,5078,8.12,56.17,0.000,0.000,971.74,,,,
2026-04-01T02:00:00+02:00,5079,8.23,55.68,0.000,0.000,971.75,,,,
2026-04-01T02:10:00+02:00,5080,8.20,56.41,0.000,0.000,971.73,,,,
2026-04-01T02:20:00+02:00,5081,8.12,57.06,0.000,0.000,971.73,,,,
2026-04-01T02:30:00+02:00,5082,8.03,57.18,0.000,0.000,971.70,,,,
2026-04-01T02:40:00+02:00,5083,8.00,57.20,0.000,0.000,971.64,,,,
2026-04-01T02:50:00+02:00,5084,7.87,57.59,0.000,0.000,971.56,,,,
2026-04-01T03:00:00+02:00,5085,7.89,57.23,0.000,0.000,971.51,,,,
2026-04-01T03:10:00+02:00,5086,7.85,58.34,0.000,0.000,971.45,,,,
2026-04-01T03:20:00+02:00,5087,7.76,59.35,0.000,0.000,971.42,,,,
2026-04-01T03:30:00+02:00,5088,7.76,59.46,0.000,0.000,971.35,,,,
2026-04-01T03:40:00+02:00,5089,7.79,59.32,0.000,0.000,971.25,,,,
2026-04-01T03:50:00+02:00,5090,7.72,59.46,0.000,0.000,971.13,,,,
2026-04-01T04:00:00+02:00,5091,7.64,60.08,0.000,0.000,971.04,,,,
2026-04-01T04:10:00+02:00,5092,7.65,60.30,0.000,0.000,970.94,,,,
2026-04-01T04:20:00+02:00,5093,7.65,59.95,0.000,0.000,970.84,,,,
2026-04-01T04:30:00+02:00,5094,7.61,60.47,0.000,0.000,970.80,,,,
2026-04-01T04:40:00+02:00,5095,7.56,60.82,0.000,0.000,970.74,,,,
2026-04-01T04:50:00+02:00,5096,7.51,61.34,0.000,0.000,970.63,,,,
2026-04-01T05:00:00+02:00,5097,7.43,61.99,0.000,0.000,970.60,,,,
2026-04-01T05:10:00+02:00,5098,7.47,61.76,0.000,0.000,970.53,,,,
2026-04-01T05:20:00+02:00,5099,7.41,62.10,0.000,0.000,970.49,,,,
2026-04-01T05:30:00+02:00,5100,7.37,62.93,0.000,0.000,970.43,,,,
2026-04-01T05:40:00+02:00,5101,7.43,63.39,0.000,0.000,970.41,,,,
2026-04-01T05:50:00+02:00,5102,7.34,63.76,0.000,0.000,970.39,,,,
2026-04-01T06:00:00+02:00,5103,7.27,64.01,0.000,0.000,970.38,,,,
2026-04-01T06:10:00+02:00,5104,7.13,64.37,0.000,0.000,970.29,,,,
2026-04-01T06:20:00+02:00,5105,7.13,64.23,0.000,0.000,970.23,,,,
2026-04-01T06:30:00+02:00,5106,7.04,64.64,0.000,0.000,970.16,,,,
2026-04-01T06:40:00+02:00,5107,6.97,64.90,0.000,0.000,970.11,,,,
2026-04-01T06:50:00+02:00,5108,6.96,65.11,0.000,0.000,970.04,,,,
2026-04-01T07:00:00+02:00,5109,6.95,64.82,0.000,0.000,970.05,,,,
2026-04-01T07:10:00+02:00,5110,6.97,65.25,0.000,0.000,970.06,,,,
2026-04-01T07:20:00+02:00,5111,7.00,64.98,0.000,0.000,970.07,,,,
2026-04-01T07:30:00+02:00,5112,7.03,65.04,0.000,0.000,970.07,,,,
2026-04-01T07:40:00+02:00,5113,7.06,65.21,0.000,0.000,970.13,,,,
2026-04-01T07:50:00+02:00,5114,7.10,64.77,0.000,0.000,970.16,,,,
2026-04-01T08:00:00+02:00,5115,7.21,64.38,0.000,0.000,970.20,,,,
2026-04-01T08:10:00+02:00,5116,7.27,63.86,0.000,0.000,970.24,,,,
2026-04-01T08:20:00+02:00,5117,7.28,64.34,0.000,0.000,970.29,,,,
2026-04-01T08:30:00+02:00,5118,7.34,64.04,0.000,0.000,970.28,,,,
2026-04-01T08:40:00+02:00,5119,7.37,63.88,0.000,0.000,970.28,,,,
2026-04-01T08:50:00+02:00,5120,7.41,63.23,0.000,0.000,970.31,,,,
2026-04-01T09:00:00+02:00,5121,7.56,63.03,0.000,0.000,970.31,,,,
2026-04-01T09:10:00+02:00,5122,7.61,63.09,0.000,0.000,970.30,,,,
2026-04-01T09:20:00+02:00,5123,7.71,62.83,0.000,0.000,970.26,,,,
2026-04-01T09:30:00+02:00,5124,7.82,62.19,0.000,0.000,970.20,,,,
2026-04-01T09:40:00+02:00,5125,7.94,61.71,0.000,0.000,970.16,,,,
2026-04-01T09:50:00+02:00,5126,8.10,61.48,0.000,0.000,970.17,,,,
2026-04-01T10:00:00+02:00,5127,8.19,61.86,0.000,0.000,970.15,,,,
2026-04-01T10:10:00+02:00,5128,8.16,61.58,0.000,0.000,970.14,,,,
2026-04-01T10:20:00+02:00,5129,8.24,61.27,0.000,0.000,970.16,,,,
2026-04-01T10:30:00+02:00,5130,8.67,60.25,0.000,0.000,970.15,,,,
2026-04-01T10:40:00+02:00,5131,9.12,59.62,0.000,0.000,970.15,,,,
2026-04-01T10:50:00+02:00,5132,9.19,59.37,0.000,0.000,970.16,,,,
2026-04-01T11:00:00+02:00,5133,9.30,58.41,0.000,0.000,970.20,,,,
2026-04-01T11:10:00+02:00,5134,9.15,59.22,0.000,0.000,970.22,,,,
2026-04-01T11:20:00+02:00,5135,9.07,58.99,0.000,0.000,970.19,,,,
2026-04-01T11:30:00+02:00,5136,8.99,59.49,0.000,0.000,970.15,,,,
2026-04-01T11:40:00+02:00,5137,8.98,60.67,0.000,0.000,970.10,,,,
2026-04-01T11:50:00+02:00,5138,8.93,60.74,0.000,0.000,970.07,,,,
2026-04-01T12:00:00+02:00,5139,9.36,60.21,0.000,0.000,970.01,,,,
2026-04-01T12:10:00+02:00,5140,9.52,59.49,0.000,0.000,969.95,,,,
2026-04-01T12:20:00+02:00,5141,9.64,59.39,0.000,0.000,969.88,,,,
2026-04-01T12:30:00+02:00,5142,9.95,58.54,0.000,0.000,969.80,,,,
2026-04-01T12:40:00+02:00,5143,10.02,58.92,0.000,0.000,969.71,,,,
2026-04-01T12:50:00+02:00,5144,9.71,59.55,0.000,0.000,969.63,,,,
2026-04-01T13:00:00+02:00,5145,9.91,58.44,0.000,0.000,969.60,,,,
2026-04-01T13:10:00+02:00,5146,9.93,58.73,0.000,0.000,969.51,,,,
2026-04-01T13:20:00+02:00,5147,10.03,59.08,0.000,0.000,969.44,,,,
2026-04-01T13:30:00+02:00,5148,10.41,58.27,0.000,0.000,969.36,,,,
2026-04-01T13:40:00+02:00,5149,11.22,56.41,0.000,0.000,969.27,,,,
2026-04-01T13:50:00+02:00,5150,11.12,56.51,0.000,0.000,969.16,,,,
2026-04-01T14:00:00+02:00,5151,11.08,56.41,0.000,0.000,969.01,,,,
2026-04-01T14:10:00+02:00,5152,10.92,56.41,0.000,0.000,968.97,,,,
2026-04-01T14:20:00+02:00,5153,10.50,57.45,0.000,0.000,968.96,,,,
2026-04-01T14:30:00+02:00,5154,10.79,57.88,0.000,0.000,968.93,,,,
2026-04-01T14:40:00+02:00,5155,10.50,58.49,0.000,0.000,968.85,,,,
2026-04-01T14:50:00+02:00,5156,10.65,58.42,0.000,0.000,968.73,,,,
2026-04-01T15:00:00+02:00,5157,10.96,57.92,0.000,0.000,968.61,,,,
2026-04-01T15:10:00+02:00,5158,11.04,57.72,0.000,0.000,968.52,,,,
2026-04-01T15:20:00+02:00,5159,11.36,55.52,0.000,0.000,968.41,,,,
2026-04-01T15:30:00+02:00,5160,11.12,57.17,0.000,0.000,968.32,,,,
2026-04-01T15:40:00+02:00,5161,11.08,57.19,0.000,0.000,968.28,,,,
2026-04-01T15:50:00+02:00,5162,10.87,58.37,0.000,0.000,968.24,,,,
2026-04-01T16:00:00+02:00,5163,10.82,58.04,0.000,0.000,968.20,,,,
2026-04-01T16:10:00+02:00,5164,10.72,57.79,0.000,0.000,968.17,,,,
2026-04-01T16:20:00+02:00,5165,10.50,58.36,0.000,0.000,968.12,,,,
2026-04-01T16:30:00+02:00,5166,10.22,58.95,0.000,0.000,968.08,,,,
2026-04-01T16:40:00+02:00,5167,10.13,59.84,0.000,0.000,968.07,,,,
2026-04-01T16:50:00+02:00,5168,10.02,59.47,0.000,0.000,968.00,,,,
2026-04-01T17:00:00+02:00,5169,9.99,59.18,0.000,0.000,967.96,,,,
2026-04-01T17:10:00+02:00,5170,9.89,60.14,0.000,0.000,967.90,,,,
2026-04-01T17:20:00+02:00,5171,9.74,61.14,0.000,0.000,967.83,,,,
2026-04-01T17:30:00+02:00,5172,9.70,60.85,0.000,0.000,967.81,,,,
2026-04-01T17:40:00+02:00,5173,9.61,61.77,0.000,0.000,967.79,,,,
2026-04-01T17:50:00+02:00,5174,9.48,62.51,0.000,0.000,967.78,,,,
2026-04-01T18:00:00+02:00,5175,9.36,62.90,0.000,0.000,967.82,,,,
2026-04-01T18:10:00+02:00,5176,9.24,63.66,0.000,0.000,967.81,,,,
2026-04-01T18:20:00+02:00,5177,9.22,63.69,0.000,0.000,967.81,,,,
2026-04-01T18:30:00+02:00,5178,9.12,64.49,0.000,0.000,967.79,,,,
2026-04-01T18:40:00+02:00,5179,8.96,65.49,0.000,0.000,967.72,,,,
2026-04-01T18:50:00+02:00,5180,8.86,65.39,0.000,0.000,967.70,,,,
2026-04-01T19:00:00+02:00,5181,8.73,66.09,0.000,0.000,967.72,,,,
2026-04-01T19:10:00+02:00,5182,8.65,66.20,0.000,0.000,967.70,,,,
2026-04-01T19:20:00+02:00,5183,8.61,66.33,0.000,0.000,967.68,,,,
2026-04-01T19:30:00+02:00,5184,8.54,66.98,0.000,0.000,967.71,,,,
2026-04-01T19:40:00+02:00,5185,8.47,67.41,0.000,0.000,967.74,,,,
2026-04-01T19:50:00+02:00,5186,8.52,67.21,0.000,0.000,967.74,,,,
2026-04-01T20:00:00+02:00,5187,8.57,67.01,0.000,0.000,967.74,,,,
2026-04-01T20:10:00+02:00,5188,8.52,66.94,0.000,0.000,967.75,,,,
2026-04-01T20:20:00+02:00,5189,8.58,66.76,0.000,0.000,967.74,,,,
2026-04-01T20:30:00+02:00,5190,8.54,67.10,0.000,0.000,967.71,,,,
2026-04-01T20:40:00+02:00,5191,8.59,66.90,0.000,0.000,967.65,,,,
2026-04-01T20:50:00+02:00,5192,8.55,66.68,0.000,0.000,967.67,,,,
2026-04-01T21:00:01+02:00,5193,8.61,66.63,0.000,0.000,967.73,,,,
2026-04-01T21:10:00+02:00,5194,8.69,66.43,0.000,0.000,967.80,,,,
2026-04-01T21:20:00+02:00,5195,8.67,66.31,0.000,0.000,967.85,,,,
2026-04-01T21:30:00+02:00,5196,8.75,66.23,0.000,0.000,967.89,,,,
2026-04-01T21:40:00+02:00,5197,8.75,65.86,0.000,0.000,967.93,,,,
2026-04-01T21:50:00+02:00,5198,8.71,65.97,0.000,0.000,967.94,,,,
2026-04-01T22:00:03+02:00,5199,8.71,66.47,0.000,0.000,967.92,,,,
2026-04-01T22:10:00+02:00,5200,8.72,66.76,0.000,0.000,967.91,,,,
2026-04-01T22:20:00+02:00,5201,8.68,67.29,0.000,0.000,967.90,,,,
2026-04-01T22:30:00+02:00,5202,8.57,68.06,0.000,0.000,967.91,,,,
2026-04-01T22:40:00+02:00,5203,8.54,68.69,0.000,0.000,967.90,,,,
2026-04-01T22:50:01+02:00,5204,8.57,69.00,0.000,0.000,967.88,,,,
2026-04-01T23:00:00+02:00,5205,8.52,69.60,0.000,0.000,967.86,,,,
2026-04-01T23:10:00+02:00,5206,8.57,69.69,0.000,0.000,967.82,,,,
2026-04-01T23:20:00+02:00,5207,8.58,69.71,0.000,0.000,967.75,,,,
2026-04-01T23:30:00+02:00,5208,8.64,69.48,0.000,0.000,967.69,,,,
2026-04-01T23:40:00+02:00,5209,8.59,69.73,0.000,0.000,967.66,,,,
2026-04-01T23:50:00+02:00,5210,8.54,70.24,0.000,0.000,967.58,,,,
2026-04-02T00:00:00+02:00,5211,8.51,70.36,0.000,0.000,967.51,,,,
2026-04-02T00:10:00+02:00,5212,8.48,70.65,0.000,0.000,967.45,,,,
2026-04-02T00:20:00+02:00,5213,8.44,71.14,0.000,0.000,967.35,,,,
2026-04-02T00:30:00+02:00,5214,8.45,71.49,0.000,0.000,967.27,,,,
2026-04-02T00:40:00+02:00,5215,8.45,71.83,0.000,0.000,967.18,,,,
2026-04-02T00:50:00+02:00,5216,8.45,72.22,0.000,0.000,967.14,,,,
2026-04-02T01:00:00+02:00,5217,8.47,72.18,0.000,0.000,967.07,,,,
2026-04-02T01:10:00+02:00,5218,8.50,71.94,0.000,0.000,967.04,,,,
2026-04-02T01:20:00+02:00,5219,8.54,71.73,0.000,0.000,967.03,,,,
2026-04-02T01:30:00+02:00,5220,8.54,71.66,0.000,0.000,967.02,,,,
2026-04-02T01:40:00+02:00,5221,8.54,71.49,0.000,0.000,967.01,,,,
2026-04-02T01:50:00+02:00,5222,8.58,71.18,0.000,0.000,966.95,,,,
2026-04-02T02:00:00+02:00,5223,8.68,70.57,0.000,0.000,966.86,,,,
2026-04-02T02:10:00+02:00,5224,8.72,70.20,0.000,0.000,966.76,,,,
2026-04-02T02:20:00+02:00,5225,8.76,69.71,0.000,0.000,966.63,,,,
2026-04-02T02:30:00+02:00,5226,8.80,69.66,0.000,0.000,966.51,,,,
2026-04-02T02:40:00+02:00,5227,8.78,69.31,0.000,0.000,966.43,,,,
2026-04-02T02:50:00+02:00,5228,8.80,68.96,0.000,0.000,966.38,,,,
2026-04-02T03:00:00+02:00,5229,8.85,68.66,0.000,0.000,966.33,,,,
2026-04-02T03:10:00+02:00,5230,8.86,68.83,0.000,0.000,966.24,,,,
2026-04-02T03:20:01+02:00,5231,8.89,68.83,0.000,0.000,966.17,,,,
2026-04-02T03:30:00+02:00,5232,8.90,68.33,0.000,0.000,966.10,,,,
2026-04-02T03:40:00+02:00,5233,8.93,67.75,0.000,0.000,966.02,,,,
2026-04-02T03:50:00+02:00,5234,8.92,67.34,0.000,0.000,965.94,,,,
2026-04-02T04:00:00+02:00,5235,8.93,66.88,0.000,0.000,965.83,,,,
2026-04-02T04:10:00+02:00,5236,8.92,66.13,0.000,0.000,965.76,,,,
2026-04-02T04:20:00+02:00,5237,8.92,65.99,0.000,0.000,965.70,,,,
2026-04-02T04:30:00+02:00,5238,8.93,65.49,0.000,0.000,965.66,,,,
2026-04-02T04:40:00+02:00,5239,8.93,65.44,0.000,0.000,965.62,,,,
2026-04-02T04:50:00+02:00,5240,8.88,65.74,0.000,0.000,965.57,,,,
2026-04-02T05:00:00+02:00,5241,8.83,65.42,0.000,0.000,965.52,,,,
2026-04-02T05:10:00+02:00,5242,8.85,65.27,0.000,0.000,965.47,,,,
2026-04-02T05:20:00+02:00,5243,8.86,64.92,0.000,0.000,965.40,,,,
2026-04-02T05:30:00+02:00,5244,8.90,64.64,0.000,0.000,965.30,,,,
2026-04-02T05:40:00+02:00,5245,8.85,64.73,0.000,0.000,965.25,,,,
2026-04-02T05:50:01+02:00,5246,8.86,64.45,0.000,0.000,965.16,,,,
2026-04-02T06:00:00+02:00,5247,8.82,64.65,0.000,0.000,965.09,,,,
2026-04-02T06:10:00+02:00,5248,8.82,64.83,0.000,0.000,965.06,,,,
2026-04-02T06:20:00+02:00,5249,8.82,64.76,0.000,0.000,965.03,,,,
2026-04-02T06:30:00+02:00,5250,8.86,64.42,0.000,0.000,965.01,,,,
2026-04-02T06:40:00+02:00,5251,8.89,64.35,0.000,0.000,964.99,,,,
2026-04-02T06:50:00+02:00,5252,8.82,64.43,0.000,0.000,964.95,,,,
2026-04-02T07:00:00+02:00,5253,8.88,64.11,0.000,0.000,964.91,,,,
2026-04-02T07:10:00+02:00,5254,8.89,64.16,0.000,0.000,964.86,,,,
2026-04-02T07:20:00+02:00,5255,8.92,64.04,0.000,0.000,964.87,,,,
2026-04-02T07:30:00+02:00,5256,8.93,64.16,0.000,0.000,964.89,,,,
2026-04-02T07:40:00+02:00,5257,8.98,64.01,0.000,0.000,964.94,,,,
2026-04-02T07:50:00+02:00,5258,8.99,65.04,0.000,0.000,965.00,,,,
2026-04-02T08:00:00+02:00,5259,9.05,65.01,0.000,0.000,965.06,,,,
2026-04-02T08:10:00+02:00,5260,9.12,65.10,0.000,0.000,965.10,,,,
2026-04-02T08:20:00+02:00,5261,9.24,64.38,0.000,0.000,965.14,,,,
2026-04-02T08:30:00+02:00,5262,9.33,63.92,0.000,0.000,965.15,,,,
2026-04-02T08:40:00+02:00,5263,9.40,63.51,0.000,0.000,965.14,,,,
2026-04-02T08:50:00+02:00,5264,9.48,63.42,0.000,0.000,965.15,,,,
2026-04-02T09:00:00+02:00,5265,9.57,63.02,0.000,0.000,965.14,,,,
2026-04-02T09:10:00+02:00,5266,9.55,63.02,0.000,0.000,965.18,,,,
2026-04-02T09:20:00+02:00,5267,9.58,63.35,0.000,0.000,965.19,,,,
2026-04-02T09:30:00+02:00,5268,9.64,63.55,0.000,0.000,965.21,,,,
2026-04-02T09:40:00+02:00,5269,9.72,63.92,0.000,0.000,965.27,,,,
2026-04-02T09:50:00+02:00,5270,9.89,63.86,0.000,0.000,965.30,,,,
2026-04-02T10:00:00+02:00,5271,9.96,63.71,0.000,0.000,965.31,,,,
2026-04-02T10:10:00+02:00,5272,9.96,63.41,0.000,0.000,965.33,,,,
2026-04-02T10:20:00+02:00,5273,9.92,63.38,0.000,0.000,965.37,,,,
2026-04-02T10:30:00+02:00,5274,9.93,64.71,0.000,0.000,965.41,,,,
2026-04-02T10:40:00+02:00,5275,10.36,63.04,0.000,0.000,965.46,,,,
2026-04-02T10:50:00+02:00,5276,10.17,63.10,0.000,0.000,965.51,,,,
2026-04-02T11:00:00+02:00,5277,10.54,62.53,0.000,0.000,965.53,,,,
2026-04-02T11:10:00+02:00,5278,10.77,62.09,0.000,0.000,965.58,,,,
2026-04-02T11:20:00+02:00,5279,10.98,61.56,0.000,0.000,965.64,,,,
2026-04-02T11:30:00+02:00,5280,11.09,61.51,0.000,0.000,965.68,,,,
2026-04-02T11:40:00+02:00,5281,10.81,62.24,0.000,0.000,965.71,,,,
2026-04-02T11:50:00+02:00,5282,11.01,60.64,0.000,0.000,965.75,,,,
2026-04-02T12:00:00+02:00,5283,11.18,60.44,0.000,0.000,965.77,,,,
2026-04-02T12:10:00+02:00,5284,11.34,58.89,0.000,0.000,965.78,,,,
2026-04-02T12:20:00+02:00,5285,11.30,59.38,0.000,0.000,965.78,,,,
2026-04-02T12:30:00+02:00,5286,11.29,60.27,0.000,0.000,965.79,,,,
2026-04-02T12:40:00+02:00,5287,11.42,60.55,0.000,0.000,965.81,,,,
2026-04-02T12:50:00+02:00,5288,11.69,60.22,0.000,0.000,965.84,,,,
2026-04-02T13:00:00+02:00,5289,12.09,59.32,0.000,0.000,965.84,,,,
2026-04-02T13:10:00+02:00,5290,11.95,58.71,0.000,0.000,965.81,,,,
2026-04-02T13:20:00+02:00,5291,11.47,60.01,0.000,0.000,965.79,,,,
2026-04-02T13:30:00+02:00,5292,11.12,60.32,0.000,0.000,965.73,,,,
2026-04-02T13:40:00+02:00,5293,10.95,60.99,0.000,0.000,965.68,,,,
2026-04-02T13:50:00+02:00,5294,10.84,61.06,0.000,0.000,965.60,,,,
2026-04-02T14:00:00+02:00,5295,10.99,60.38,0.000,0.000,965.52,,,,
2026-04-02T14:10:00+02:00,5296,11.26,59.95,0.000,0.000,965.44,,,,
2026-04-02T14:20:00+02:00,5297,11.20,59.28,0.000,0.000,965.37,,,,
2026-04-02T14:30:00+02:00,5298,11.44,58.80,0.000,0.000,965.30,,,,
2026-04-02T14:40:00+02:00,5299,11.46,58.42,0.000,0.000,965.24,,,,
2026-04-02T14:50:00+02:00,5300,11.56,58.50,0.000,0.000,965.20,,,,
2026-04-02T15:00:00+02:00,5301,11.69,58.47,0.000,0.000,965.20,,,,
2026-04-02T15:10:00+02:00,5302,11.42,58.63,0.000,0.000,965.21,,,,
2026-04-02T15:20:00+02:00,5303,11.26,59.45,0.000,0.000,965.22,,,,
2026-04-02T15:30:00+02:00,5304,11.33,59.51,0.000,0.000,965.18,,,,
2026-04-02T15:40:00+02:00,5305,11.27,59.15,0.000,0.000,965.15,,,,
2026-04-02T15:50:00+02:00,5306,11.64,59.71,0.000,0.000,965.12,,,,
2026-04-02T16:00:00+02:00,5307,11.70,58.14,0.000,0.000,965.10,,,,
2026-04-02T16:10:00+02:00,5308,11.60,58.38,0.000,0.000,965.07,,,,
2026-04-02T16:20:00+02:00,5309,11.71,58.08,0.000,0.000,965.06,,,,
2026-04-02T16:30:00+02:00,5310,11.90,57.46,0.000,0.000,965.05,,,,
2026-04-02T16:40:00+02:00,5311,12.09,56.65,0.000,0.000,965.01,,,,
2026-04-02T16:50:00+02:00,5312,12.70,54.75,0.000,0.000,964.97,,,,
2026-04-02T17:00:00+02:00,5313,12.97,53.74,0.000,0.000,964.93,,,,
2026-04-02T17:10:00+02:00,5314,12.63,53.88,0.000,0.000,964.91,,,,
2026-04-02T17:20:00+02:00,5315,11.85,55.72,0.000,0.000,964.90,,,,
2026-04-02T17:30:00+02:00,5316,12.01,57.03,0.000,0.000,964.91,,,,
2026-04-02T17:40:00+02:00,5317,11.80,56.12,0.000,0.000,964.90,,,,
2026-04-02T17:50:00+02:00,5318,11.69,55.89,0.000,0.000,964.91,,,,
2026-04-02T18:00:00+02:00,5319,11.40,55.81,0.000,0.000,964.94,,,,
2026-04-02T18:10:00+02:00,5320,11.08,56.61,0.000,0.000,965.01,,,,
2026-04-02T18:20:00+02:00,5321,10.85,57.33,0.000,0.000,965.10,,,,
2026-04-02T18:30:00+02:00,5322,10.87,56.94,0.000,0.000,965.20,,,,
2026-04-02T18:40:00+02:00,5323,10.81,57.01,0.000,0.000,965.30,,,,
2026-04-02T18:50:00+02:00,5324,10.68,57.44,0.000,0.000,965.44,,,,
2026-04-02T19:00:00+02:00,5325,10.56,57.84,0.000,0.000,965.54,,,,
2026-04-02T19:10:00+02:00,5326,10.47,58.15,0.000,0.000,965.61,,,,
2026-04-02T19:20:00+02:00,5327,10.34,58.23,0.000,0.000,965.67,,,,
2026-04-02T19:30:00+02:00,5328,10.30,57.69,0.000,0.000,965.73,,,,
2026-04-02T19:40:00+02:00,5329,10.20,58.28,0.000,0.000,965.77,,,,
2026-04-02T19:50:00+02:00,5330,10.14,58.69,0.000,0.000,965.83,,,,
2026-04-02T20:00:00+02:00,5331,10.08,58.82,0.000,0.000,965.89,,,,
2026-04-02T20:10:00+02:00,5332,10.06,59.12,0.000,0.000,965.93,,,,
2026-04-02T20:20:00+02:00,5333,9.98,59.20,0.000,0.000,965.99,,,,
2026-04-02T20:30:00+02:00,5334,9.95,59.35,0.000,0.000,966.10,,,,
2026-04-02T20:40:00+02:00,5335,9.92,59.10,0.000,0.000,966.20,,,,
2026-04-02T20:50:00+02:00,5336,9.91,59.34,0.000,0.000,966.33,,,,
2026-04-02T21:00:00+02:00,5337,9.82,59.92,0.000,0.000,966.46,,,,
2026-04-02T21:10:00+02:00,5338,9.70,60.65,0.000,0.000,966.59,,,,
2026-04-02T21:20:00+02:00,5339,9.65,60.62,0.000,0.000,966.72,,,,
2026-04-02T21:30:00+02:00,5340,9.48,62.04,0.000,0.000,966.83,,,,
2026-04-02T21:40:00+02:00,5341,9.47,61.14,0.000,0.000,966.95,,,,
2026-04-02T21:50:00+02:00,5342,9.45,61.94,0.000,0.000,967.04,,,,
2026-04-02T22:00:00+02:00,5343,9.50,62.15,0.000,0.000,967.15,,,,
2026-04-02T22:10:00+02:00,5344,9.50,63.18,0.000,0.000,967.26,,,,
2026-04-02T22:20:00+02:00,5345,9.57,62.92,0.000,0.000,967.39,,,,
2026-04-02T22:30:00+02:00,5346,9.54,63.52,0.000,0.000,967.49,,,,
2026-04-02T22:40:00+02:00,5347,9.47,63.65,0.000,0.000,967.62,,,,
2026-04-02T22:50:00+02:00,5348,9.47,63.51,0.000,0.000,967.71,,,,
2026-04-02T23:00:00+02:00,5349,9.47,63.18,0.000,0.000,967.81,,,,
2026-04-02T23:10:00+02:00,5350,9.45,62.84,0.000,0.000,967.87,,,,
2026-04-02T23:20:00+02:00,5351,9.48,61.85,0.000,0.000,967.90,,,,
2026-04-02T23:30:00+02:00,5352,9.64,61.49,0.000,0.000,967.96,,,,
2026-04-02T23:40:00+02:00,5353,9.52,62.55,0.000,0.000,968.01,,,,
2026-04-02T23:50:00+02:00,5354,9.82,61.48,0.000,0.000,968.07,,,,
2026-04-03T00:00:00+02:00,5355,9.89,61.53,0.000,0.000,968.13,,,,
2026-04-03T00:10:00+02:00,5356,9.81,62.44,0.000,0.000,968.18,,,,
2026-04-03T00:20:00+02:00,5357,9.68,62.95,0.000,0.000,968.28,,,,
2026-04-03T00:30:00+02:00,5358,9.59,64.10,0.000,0.000,968.37,,,,
2026-04-03T00:40:00+02:00,5359,9.57,64.18,0.000,0.000,968.44,,,,
2026-04-03T00:50:00+02:00,5360,9.68,63.91,0.000,0.000,968.52,,,,
2026-04-03T01:00:00+02:00,5361,9.67,64.52,0.000,0.000,968.61,,,,
2026-04-03T01:10:00+02:00,5362,9.75,65.15,0.000,0.000,968.68,,,,
2026-04-03T01:20:00+02:00,5363,9.62,65.84,0.000,0.000,968.75,,,,
2026-04-03T01:30:00+02:00,5364,9.54,66.30,0.000,0.000,968.80,,,,
2026-04-03T01:40:00+02:00,5365,9.62,66.22,0.000,0.000,968.83,,,,
2026-04-03T01:50:00+02:00,5366,9.48,67.42,0.000,0.000,968.87,,,,
2026-04-03T02:00:00+02:00,5367,9.51,66.74,0.000,0.000,968.94,,,,
2026-04-03T02:10:00+02:00,5368,9.58,66.74,0.000,0.000,969.01,,,,
2026-04-03T02:20:00+02:00,5369,9.50,67.16,0.000,0.000,969.03,,,,
2026-04-03T02:30:00+02:00,5370,9.57,67.05,0.000,0.000,969.03,,,,
2026-04-03T02:40:00+02:00,5371,9.75,66.49,0.000,0.000,969.00,,,,
2026-04-03T02:50:00+02:00,5372,9.77,66.26,0.000,0.000,969.00,,,,
2026-04-03T03:00:00+02:00,5373,9.88,65.68,0.000,0.000,969.00,,,,
2026-04-03T03:10:00+02:00,5374,9.92,65.56,0.000,0.000,969.01,,,,
2026-04-03T03:20:00+02:00,5375,9.84,65.91,0.000,0.000,969.01,,,,
2026-04-03T03:30:00+02:00,5376,9.64,66.51,0.000,0.000,969.01,,,,
2026-04-03T03:40:00+02:00,5377,9.38,68.25,0.000,0.000,969.04,,,,
2026-04-03T03:50:00+02:00,5378,9.30,68.46,0.000,0.000,969.08,,,,
2026-04-03T04:00:00+02:00,5379,9.26,68.35,0.000,0.000,969.11,,,,
2026-04-03T04:10:00+02:00,5380,9.31,68.39,0.000,0.000,969.16,,,,
2026-04-03T04:20:00+02:00,5381,9.31,68.22,0.000,0.000,969.21,,,,
